"","data","sta","x","y","AFDW_Carn"
"58","HELCOM","HELCOM150",13.26121667,55.12398333,0.0231083454319969
"59","HELCOM","HELCOM151",13.2613,55.1238,NA
"60","HELCOM","HELCOM152",13.26148333,55.12388333,0.0355286204090032
"61","HELCOM","HELCOM153",13.26151667,55.12365,0.0358027081267197
"62","HELCOM","HELCOM154",13.26166667,55.12383333,0.0044410775511254
"63","HELCOM","HELCOM155",13.26633333,55.22483333,0.206205081772516
"64","HELCOM","HELCOM156",13.26655,55.22476667,NA
"65","HELCOM","HELCOM157",13.26656667,55.22478333,0.0388687273109384
"66","HELCOM","HELCOM158",13.2666,55.2248,0.0266464653067524
"67","HELCOM","HELCOM159",13.26678333,55.22468333,NA
"68","HELCOM","HELCOM16",9.69213333,55.38555,240.0493374622
"69","HELCOM","HELCOM160",13.3,55,NA
"70","HELCOM","HELCOM161",13.30951667,55.27815,0.00385139090533281
"71","HELCOM","HELCOM162",13.30973333,55.27826667,0.00777374546218767
"72","HELCOM","HELCOM163",13.30978333,55.27818333,0.0230891842832141
"73","HELCOM","HELCOM164",13.30983333,55.27816667,NA
"74","HELCOM","HELCOM165",13.3099,55.2781,0.00769639476107137
"75","HELCOM","HELCOM166",13.33316667,55.23333333,0.00384819738053569
"76","HELCOM","HELCOM167",13.33323333,55.23338333,0.00447533851583996
"77","HELCOM","HELCOM168",13.33348333,55.23343333,NA
"78","HELCOM","HELCOM169",13.3335,55.2334,0.0333080816334405
"79","HELCOM","HELCOM17",9.74366667,55.38933333,660.160159855343
"80","HELCOM","HELCOM170",13.4181,55.22465,0.00895067703167992
"81","HELCOM","HELCOM171",13.4181,55.22468333,NA
"82","HELCOM","HELCOM172",13.41816667,55.22466667,0.215828528953487
"83","HELCOM","HELCOM173",13.4182,55.2246,0.022205387755627
"84","HELCOM","HELCOM174",13.4184,55.22455,0.0044410775511254
"85","HELCOM","HELCOM175",13.4998,55.2501,NA
"86","HELCOM","HELCOM176",13.5,55.25011667,0.00385139090533281
"87","HELCOM","HELCOM177",13.5,55.25016667,NA
"88","HELCOM","HELCOM178",13.50003333,55.25003333,0.0155474909243753
"89","HELCOM","HELCOM179",13.50018333,55.24988333,0.0346337764248212
"90","HELCOM","HELCOM18",9.78211667,54.97871667,41.677177773898
"91","HELCOM","HELCOM180",13.63348333,55.225,0.00888215510225077
"92","HELCOM","HELCOM181",13.63348333,55.22503333,0.0134260155475199
"93","HELCOM","HELCOM182",13.6335,55.22516667,0.40352800844278
"94","HELCOM","HELCOM183",13.63358333,55.225,0.130161771617714
"95","HELCOM","HELCOM184",13.63378333,55.22488333,0.00888215510225077
"96","HELCOM","HELCOM185",13.66636667,55.13358333,0.174973762996973
"97","HELCOM","HELCOM186",13.66638333,55.133,0.0488518530623794
"98","HELCOM","HELCOM187",13.6665,55.13333333,1.58746556846437
"99","HELCOM","HELCOM188",13.6666,55.13328333,0.0177643102045016
"100","HELCOM","HELCOM189",13.66665,55.13341667,0.0313273696108797
"101","HELCOM","HELCOM19",9.80643333,55.13905,71.3199287882439
"102","HELCOM","HELCOM190",14.0833,55,0.256908405836977
"103","HELCOM","HELCOM191",14.32593333,54.84083333,0.145455918718843
"104","HELCOM","HELCOM192",15.7,55.96616667,0.00384819738053569
"105","HELCOM","HELCOM193",15.7001,55.96608333,NA
"106","HELCOM","HELCOM194",15.7001,55.9662,NA
"107","HELCOM","HELCOM195",15.70015,55.96616667,NA
"108","HELCOM","HELCOM196",15.71333333,55.97483333,NA
"109","HELCOM","HELCOM197",15.72358333,55.97938333,0.050026565946964
"110","HELCOM","HELCOM198",15.72526667,55.97933333,0.0279093490433696
"111","HELCOM","HELCOM199",15.72528333,55.97935,0.0346625181479953
"112","HELCOM","HELCOM2",8.40651667,56.61253333,267.291755256858
"113","HELCOM","HELCOM20",9.82208333,54.84033333,26.7570301370743
"114","HELCOM","HELCOM200",15.72541667,55.75005,0.0192569545266641
"115","HELCOM","HELCOM201",15.7256,55.7498,0.00384819738053569
"116","HELCOM","HELCOM202",15.72566667,55.75,NA
"117","HELCOM","HELCOM203",15.72568333,55.7498,0.00384819738053569
"118","HELCOM","HELCOM204",15.72593333,55.75,0.00398704986333852
"119","HELCOM","HELCOM205",15.7268,55.8824,0.0154055636213313
"120","HELCOM","HELCOM206",15.72683333,55.88233333,NA
"121","HELCOM","HELCOM207",15.7269,55.8823,0.0192409869026785
"122","HELCOM","HELCOM208",15.72693333,55.88231667,0.00398704986333852
"123","HELCOM","HELCOM209",15.77258333,55.85701667,0.0358834487700467
"124","HELCOM","HELCOM21",9.85353333,56.6453,1.71169467112333
"125","HELCOM","HELCOM210",15.7726,55.85683333,0.00770278181066563
"126","HELCOM","HELCOM211",15.7728,55.85698333,0.00769639476107137
"127","HELCOM","HELCOM212",15.77283333,55.857,0.00769639476107137
"128","HELCOM","HELCOM213",15.77288333,55.8569,0.0192409869026785
"129","HELCOM","HELCOM214",15.79695,55.83291667,0.0616222544853251
"130","HELCOM","HELCOM215",15.79723333,55.83283333,NA
"131","HELCOM","HELCOM216",15.79728333,55.83298333,0.0115445921416071
"132","HELCOM","HELCOM217",15.79733333,55.83283333,NA
"133","HELCOM","HELCOM218",15.79738333,55.83298333,NA
"134","HELCOM","HELCOM219",15.84028333,55.86288333,0.0423652999586609
"135","HELCOM","HELCOM22",9.8855,55.25433333,1131.7184325026
"136","HELCOM","HELCOM220",15.8405,55.86283333,0.00384819738053569
"137","HELCOM","HELCOM221",15.8405,55.8629,0.0731157502301779
"138","HELCOM","HELCOM222",15.8406,55.8629,0.0577229607080352
"139","HELCOM","HELCOM223",15.84071667,55.8629,0.0239222991800311
"140","HELCOM","HELCOM224",15.84413333,55.83285,0.0119611495900156
"141","HELCOM","HELCOM225",15.8442,55.8329,0.0115445921416071
"142","HELCOM","HELCOM226",15.8443,55.8329,0.00769639476107137
"143","HELCOM","HELCOM227",15.84431667,55.83278333,0.0231083454319969
"144","HELCOM","HELCOM228",15.84433333,55.83283333,0.00384819738053569
"145","HELCOM","HELCOM229",15.8935,55.9525,0.00769639476107137
"146","HELCOM","HELCOM23",9.9495,55.84795,216.700608886575
"147","HELCOM","HELCOM230",15.89358333,55.95226667,0.0318963989067082
"148","HELCOM","HELCOM231",15.89361667,55.95266667,0.0231083454319969
"149","HELCOM","HELCOM232",15.8937,55.9525,0.0346337764248212
"150","HELCOM","HELCOM233",15.8937,55.95258333,0.0115445921416071
"151","HELCOM","HELCOM234",15.93318333,55.75018333,0.0199848489800643
"152","HELCOM","HELCOM235",15.9333,55.75021667,0.0346625181479953
"153","HELCOM","HELCOM236",15.93338333,55.7501,0.00797409972667703
"154","HELCOM","HELCOM237",15.9833,55.25,0.140885254813826
"155","HELCOM","HELCOM238",16.88881667,57.58575,0.0346625181479953
"156","HELCOM","HELCOM239",16.88888333,57.58578333,0.00769639476107137
"157","HELCOM","HELCOM24",10.07118333,55.16486667,20.4394006849427
"158","HELCOM","HELCOM240",16.88898333,57.58573333,NA
"159","HELCOM","HELCOM241",16.889,57.58583333,NA
"160","HELCOM","HELCOM242",16.88908333,57.58578333,0.0269373816637498
"161","HELCOM","HELCOM243",16.9037,57.56138333,NA
"162","HELCOM","HELCOM244",16.90373333,57.56155,NA
"163","HELCOM","HELCOM245",16.90383333,57.56148333,NA
"164","HELCOM","HELCOM246",16.9327,57.7164,0.061571158088571
"165","HELCOM","HELCOM247",16.93275,57.71645,0.00797409972667703
"166","HELCOM","HELCOM248",16.9329,57.7165,0.0384819738053569
"167","HELCOM","HELCOM249",16.933,57.7165,0.00769639476107137
"168","HELCOM","HELCOM25",10.085,55.147,559.902501649901
"169","HELCOM","HELCOM250",16.93305,57.7164,NA
"170","HELCOM","HELCOM251",16.94486667,57.53471667,NA
"171","HELCOM","HELCOM252",16.9451,57.53458333,0.0153927895221427
"172","HELCOM","HELCOM253",16.9451,57.5347,NA
"173","HELCOM","HELCOM254",16.94511667,57.53475,0.00385139090533281
"174","HELCOM","HELCOM255",16.94516667,57.53466667,NA
"175","HELCOM","HELCOM256",16.9505,57.63833333,NA
"176","HELCOM","HELCOM257",16.95056667,57.63841667,NA
"177","HELCOM","HELCOM258",16.9506,57.63838333,0.00192409869026785
"178","HELCOM","HELCOM259",16.95081667,57.63836667,0.0385139090533281
"179","HELCOM","HELCOM26",10.09801667,55.67453333,698.789957545175
"180","HELCOM","HELCOM260",16.969,57.5253,NA
"181","HELCOM","HELCOM261",16.96918333,57.52526667,NA
"182","HELCOM","HELCOM262",16.97318333,57.72508333,0.0153927895221427
"183","HELCOM","HELCOM263",16.97328333,57.72508333,0.00769639476107137
"184","HELCOM","HELCOM264",16.9733,57.72518333,NA
"185","HELCOM","HELCOM265",16.97333333,57.72518333,0.0231083454319969
"186","HELCOM","HELCOM266",16.9735,57.72516667,NA
"187","HELCOM","HELCOM267",16.9905,57.64891667,NA
"188","HELCOM","HELCOM269",17.00091667,57.60188333,NA
"189","HELCOM","HELCOM27",10.1515,55.61108333,116.687630439878
"190","HELCOM","HELCOM270",17.001,57.6019,0.0044410775511254
"191","HELCOM","HELCOM271",17.06667,55.21667,0.0290057877557877
"192","HELCOM","HELCOM272",17.09146667,57.7333,0.00398704986333852
"193","HELCOM","HELCOM273",17.09156667,57.73336667,NA
"194","HELCOM","HELCOM274",17.09158333,57.7334,NA
"195","HELCOM","HELCOM275",17.22168333,58.5311,0.0307855790442855
"196","HELCOM","HELCOM276",17.2219,58.53098333,0.0423301711858926
"197","HELCOM","HELCOM277",17.22196667,58.53101667,0.146352854402647
"198","HELCOM","HELCOM278",17.22198333,58.5312,0.0816243273529707
"199","HELCOM","HELCOM279",17.2633,58.5375,0.0885085397523207
"200","HELCOM","HELCOM28",10.1757,56.70381667,13.0355717721728
"201","HELCOM","HELCOM280",17.26331667,58.5376,0.046642472773126
"202","HELCOM","HELCOM281",17.2634,58.53758333,0.0384819738053569
"203","HELCOM","HELCOM282",17.26341667,58.53751667,0.00385139090533281
"204","HELCOM","HELCOM283",17.27235,58.51463333,0.0154055636213313
"205","HELCOM","HELCOM284",17.2725,58.5146,0.0269373816637498
"206","HELCOM","HELCOM285",17.2726,58.5146,0.0461783685664283
"207","HELCOM","HELCOM286",17.27261667,58.51466667,0.0544162182353137
"208","HELCOM","HELCOM287",17.2895,60.95016667,NA
"209","HELCOM","HELCOM288",17.29008333,58.54898333,0.0538747633274998
"210","HELCOM","HELCOM289",17.29008333,58.54905,0.0194343636554692
"211","HELCOM","HELCOM29",10.20836667,56.47206667,5.10632339513461
"212","HELCOM","HELCOM290",17.29018333,58.54898333,0.00769639476107137
"213","HELCOM","HELCOM291",17.29361667,58.55036667,0.0346625181479953
"214","HELCOM","HELCOM292",17.31568333,58.51958333,0.0230891842832141
"215","HELCOM","HELCOM293",17.31591667,58.51988333,NA
"216","HELCOM","HELCOM294",17.31598333,58.51948333,0.0269597363373297
"217","HELCOM","HELCOM295",17.31598333,58.51958333,0.00384819738053569
"218","HELCOM","HELCOM296",17.31883333,61.46066667,NA
"219","HELCOM","HELCOM297",17.34758333,58.45388333,0.0230891842832141
"220","HELCOM","HELCOM298",17.34768333,58.454,NA
"221","HELCOM","HELCOM299",17.34773333,58.45375,0.00388687273109384
"222","HELCOM","HELCOM3",8.83091667,56.73393333,51.0391234053324
"223","HELCOM","HELCOM30",10.22453333,56.5454,NA
"224","HELCOM","HELCOM300",17.34776667,58.45358333,0.0154055636213313
"225","HELCOM","HELCOM301",17.3485,61.03283333,NA
"226","HELCOM","HELCOM302",17.35216667,61.072,NA
"227","HELCOM","HELCOM303",17.35883333,61.953,NA
"228","HELCOM","HELCOM304",17.35988333,61.37578333,NA
"229","HELCOM","HELCOM305",17.36028333,61.37578333,NA
"230","HELCOM","HELCOM306",17.3603,61.37585,NA
"231","HELCOM","HELCOM307",17.36033333,61.37566667,NA
"232","HELCOM","HELCOM308",17.36035,61.37576667,NA
"233","HELCOM","HELCOM309",17.36483333,61.92716667,NA
"234","HELCOM","HELCOM31",10.22803333,56.51623333,NA
"235","HELCOM","HELCOM310",17.3683,61.39308333,NA
"236","HELCOM","HELCOM311",17.3683,61.3932,NA
"237","HELCOM","HELCOM312",17.36831667,61.39315,NA
"238","HELCOM","HELCOM313",17.3684,58.56138333,0.0192409869026785
"239","HELCOM","HELCOM314",17.36843333,61.39315,NA
"240","HELCOM","HELCOM315",17.36845,58.56136667,0.0116606181932815
"241","HELCOM","HELCOM316",17.3685,61.39316667,NA
"242","HELCOM","HELCOM317",17.36855,58.56131667,NA
"243","HELCOM","HELCOM318",17.3886,58.45178333,0.00962049345133923
"244","HELCOM","HELCOM319",17.38865,58.45181667,0.0500680817693266
"245","HELCOM","HELCOM32",10.23183333,56.71223333,0.889539475098771
"246","HELCOM","HELCOM320",17.38905,58.45188333,0.0505293455042201
"247","HELCOM","HELCOM321",17.3895,61.788,NA
"248","HELCOM","HELCOM322",17.395,61.98583333,NA
"249","HELCOM","HELCOM323",17.40691667,58.45716667,NA
"250","HELCOM","HELCOM324",17.407,58.45738333,0.00384819738053569
"251","HELCOM","HELCOM325",17.40701667,58.45751667,0.00777374546218767
"252","HELCOM","HELCOM326",17.42675,58.47065,0.0269597363373297
"253","HELCOM","HELCOM327",17.4268,58.4707,0.0211650855929463
"254","HELCOM","HELCOM328",17.42691667,58.47076667,0.0349818545798445
"255","HELCOM","HELCOM329",17.42933333,61.37783333,NA
"256","HELCOM","HELCOM33",10.23253333,56.49056667,NA
"257","HELCOM","HELCOM330",17.4294,61.37768333,NA
"258","HELCOM","HELCOM331",17.42953333,61.3777,NA
"259","HELCOM","HELCOM332",17.4296,61.37768333,NA
"260","HELCOM","HELCOM333",17.4297,61.3776,NA
"261","HELCOM","HELCOM334",17.43271667,61.34413333,NA
"262","HELCOM","HELCOM335",17.4329,61.3442,NA
"263","HELCOM","HELCOM336",17.43296667,61.34415,NA
"264","HELCOM","HELCOM337",17.43298333,61.34408333,NA
"265","HELCOM","HELCOM338",17.43316667,61.344,NA
"266","HELCOM","HELCOM339",17.44583333,60.84566667,NA
"267","HELCOM","HELCOM34",10.24275,55.81978333,144.605974079609
"268","HELCOM","HELCOM340",17.45133333,60.93333333,NA
"269","HELCOM","HELCOM341",17.49666667,61.98583333,NA
"270","HELCOM","HELCOM342",17.513,61.35158333,NA
"271","HELCOM","HELCOM343",17.51311667,61.35163333,NA
"272","HELCOM","HELCOM344",17.5133,61.35171667,NA
"273","HELCOM","HELCOM345",17.5134,61.3517,NA
"274","HELCOM","HELCOM346",17.552,58.84083333,NA
"275","HELCOM","HELCOM347",17.57166667,61.85883333,NA
"276","HELCOM","HELCOM348",17.57633333,58.82633333,NA
"277","HELCOM","HELCOM349",17.57766667,58.803,NA
"278","HELCOM","HELCOM35",10.24603333,56.5629,NA
"279","HELCOM","HELCOM350",17.59066667,61.90533333,NA
"280","HELCOM","HELCOM351",17.59308333,61.3239,NA
"281","HELCOM","HELCOM352",17.59321667,61.32398333,NA
"282","HELCOM","HELCOM353",17.59328333,61.32398333,NA
"283","HELCOM","HELCOM354",17.59338333,61.324,NA
"284","HELCOM","HELCOM355",17.60033333,58.75116667,0.00769639476107137
"285","HELCOM","HELCOM356",17.60216667,61.81,NA
"286","HELCOM","HELCOM357",17.607,58.811,NA
"287","HELCOM","HELCOM358",17.6195,58.733,NA
"288","HELCOM","HELCOM359",17.629,61.18958333,NA
"289","HELCOM","HELCOM36",10.2512,55.00028333,22.2196422288419
"290","HELCOM","HELCOM360",17.62901667,61.18943333,NA
"291","HELCOM","HELCOM361",17.6291,61.18958333,NA
"292","HELCOM","HELCOM362",17.62925,61.18948333,NA
"293","HELCOM","HELCOM363",17.65283333,58.7815,0.00769639476107137
"294","HELCOM","HELCOM364",17.653,58.76783333,0.00384819738053569
"295","HELCOM","HELCOM365",17.66028333,61.27048333,NA
"296","HELCOM","HELCOM366",17.66038333,61.2704,NA
"297","HELCOM","HELCOM367",17.66038333,61.2705,NA
"298","HELCOM","HELCOM368",17.6605,61.27033333,NA
"299","HELCOM","HELCOM369",17.66317,61.23333,NA
"300","HELCOM","HELCOM37",10.25586667,56.56623333,NA
"301","HELCOM","HELCOM370",17.6646,61.25248333,NA
"302","HELCOM","HELCOM371",17.66461667,61.25248333,NA
"303","HELCOM","HELCOM372",17.66478333,61.25248333,NA
"304","HELCOM","HELCOM373",17.66503333,61.25248333,NA
"305","HELCOM","HELCOM374",17.66666667,61.23341667,NA
"306","HELCOM","HELCOM375",17.66668333,61.23328333,NA
"307","HELCOM","HELCOM376",17.66668333,61.2334,NA
"308","HELCOM","HELCOM377",17.66681667,61.23335,NA
"309","HELCOM","HELCOM378",17.6705,58.79716667,NA
"310","HELCOM","HELCOM379",17.682,61.9295,NA
"311","HELCOM","HELCOM38",10.2622,56.58273333,NA
"312","HELCOM","HELCOM380",17.68333333,58.73816667,0.00769639476107137
"313","HELCOM","HELCOM381",17.6915,58.774,0.0044410775511254
"314","HELCOM","HELCOM382",17.71866667,58.75883333,NA
"315","HELCOM","HELCOM383",17.72833333,58.79033333,NA
"316","HELCOM","HELCOM384",17.74,61.94,NA
"317","HELCOM","HELCOM385",17.7525,58.76883333,NA
"318","HELCOM","HELCOM386",17.76283333,58.79316667,NA
"319","HELCOM","HELCOM387",17.81416667,58.744,0.0133232326533762
"320","HELCOM","HELCOM388",17.83133333,58.76683333,NA
"321","HELCOM","HELCOM389",17.83683333,58.74466667,0.00769639476107137
"322","HELCOM","HELCOM39",10.28968333,56.13398333,1289.77039502289
"323","HELCOM","HELCOM390",17.84233333,58.719,0.0266464653067524
"324","HELCOM","HELCOM391",18.16667,62.13333,NA
"325","HELCOM","HELCOM392",18.23333,61.18333,NA
"326","HELCOM","HELCOM393",18.2873,62.79953333,NA
"327","HELCOM","HELCOM394",18.28796667,62.7996,NA
"328","HELCOM","HELCOM395",18.288,62.7995,NA
"329","HELCOM","HELCOM396",18.28818333,62.7997,NA
"330","HELCOM","HELCOM397",18.29835,62.7664,NA
"331","HELCOM","HELCOM398",18.29898333,62.76598333,NA
"332","HELCOM","HELCOM399",18.29918333,62.76618333,NA
"333","HELCOM","HELCOM4",8.8603,56.75361667,92.344540991069
"334","HELCOM","HELCOM40",10.29603333,56.59656667,0.151180528258962
"335","HELCOM","HELCOM400",18.29941667,62.76618333,NA
"336","HELCOM","HELCOM401",18.31813333,62.79943333,NA
"337","HELCOM","HELCOM402",18.3182,62.79938333,NA
"338","HELCOM","HELCOM403",18.3184,62.79958333,NA
"339","HELCOM","HELCOM404",18.31875,62.79926667,NA
"340","HELCOM","HELCOM405",18.39198333,62.7828,NA
"341","HELCOM","HELCOM406",18.39216667,62.78283333,NA
"342","HELCOM","HELCOM407",18.39218333,62.78288333,NA
"343","HELCOM","HELCOM408",18.39223333,62.78283333,NA
"344","HELCOM","HELCOM409",18.39528333,62.81838333,NA
"345","HELCOM","HELCOM41",10.29833333,55.595,44.274642924799
"346","HELCOM","HELCOM410",18.39535,62.81851667,NA
"347","HELCOM","HELCOM411",18.39536667,62.8184,NA
"348","HELCOM","HELCOM412",18.39538333,62.8186,NA
"349","HELCOM","HELCOM413",18.4,55.555,0.103592099127814
"350","HELCOM","HELCOM414",18.45628333,62.8273,NA
"351","HELCOM","HELCOM415",18.45666667,62.82743333,NA
"352","HELCOM","HELCOM416",18.4567,62.82738333,NA
"353","HELCOM","HELCOM417",18.45676667,62.82703333,NA
"354","HELCOM","HELCOM418",18.4835,60.32316667,NA
"355","HELCOM","HELCOM419",18.52178333,62.8511,NA
"356","HELCOM","HELCOM42",10.2997,56.60506667,NA
"357","HELCOM","HELCOM420",18.52185,62.8509,NA
"358","HELCOM","HELCOM421",18.52196667,62.851,NA
"359","HELCOM","HELCOM422",18.52208333,62.85098333,NA
"360","HELCOM","HELCOM423",18.52533333,60.302,NA
"361","HELCOM","HELCOM424",18.55183333,60.299,NA
"362","HELCOM","HELCOM425",18.5645,60.27016667,NA
"363","HELCOM","HELCOM426",18.5837,62.86311667,NA
"364","HELCOM","HELCOM427",18.5837,62.86318333,NA
"365","HELCOM","HELCOM428",18.5838,62.86318333,NA
"366","HELCOM","HELCOM429",18.58385,62.86311667,NA
"367","HELCOM","HELCOM43",10.31471667,54.97101667,NA
"368","HELCOM","HELCOM430",18.5985,60.27166667,NA
"369","HELCOM","HELCOM431",18.61853333,62.8841,NA
"370","HELCOM","HELCOM432",18.61865,62.88416667,NA
"371","HELCOM","HELCOM433",18.6188,62.88418333,NA
"372","HELCOM","HELCOM434",18.61898333,62.88408333,NA
"373","HELCOM","HELCOM435",18.63285,62.90675,NA
"374","HELCOM","HELCOM436",18.63288333,62.90678333,NA
"375","HELCOM","HELCOM437",18.6329,62.90678333,NA
"376","HELCOM","HELCOM438",18.63298333,62.90698333,NA
"377","HELCOM","HELCOM439",18.633,60.24433333,NA
"379","HELCOM","HELCOM440",18.63616667,60.26083333,NA
"380","HELCOM","HELCOM441",18.65633333,60.22733333,NA
"381","HELCOM","HELCOM442",18.67066667,60.24366667,NA
"382","HELCOM","HELCOM443",18.67483333,60.26316667,NA
"383","HELCOM","HELCOM444",18.7484,60.6015,NA
"384","HELCOM","HELCOM445",18.74841667,60.60145,NA
"385","HELCOM","HELCOM446",18.74848333,60.60138333,NA
"386","HELCOM","HELCOM447",18.74848333,60.60151667,NA
"387","HELCOM","HELCOM448",18.7865,60.5534,NA
"388","HELCOM","HELCOM449",18.78663333,60.55338333,NA
"389","HELCOM","HELCOM45",10.32066667,54.97125,11.1836370902654
"390","HELCOM","HELCOM450",18.78665,60.5533,NA
"391","HELCOM","HELCOM451",18.78668333,60.5534,NA
"392","HELCOM","HELCOM452",18.8108,60.43138333,NA
"393","HELCOM","HELCOM453",18.8109,60.43128333,NA
"394","HELCOM","HELCOM454",18.81095,60.43123333,NA
"395","HELCOM","HELCOM455",18.81098333,60.43118333,NA
"396","HELCOM","HELCOM456",18.824,57.16266667,0.00769639476107137
"397","HELCOM","HELCOM457",18.824,57.16278333,NA
"398","HELCOM","HELCOM458",18.82401667,57.16258333,NA
"399","HELCOM","HELCOM459",18.8241,57.16258333,0.00384819738053569
"400","HELCOM","HELCOM46",10.32333333,56.8395,92.2422021408047
"401","HELCOM","HELCOM460",18.82413333,57.16273333,NA
"402","HELCOM","HELCOM461",18.83333,56.49167,0.00828736793022509
"403","HELCOM","HELCOM462",18.8826,57.2087,NA
"404","HELCOM","HELCOM463",18.88268333,57.2087,NA
"405","HELCOM","HELCOM464",18.88271667,57.20878333,NA
"406","HELCOM","HELCOM465",18.88278333,57.20878333,NA
"407","HELCOM","HELCOM466",18.88283333,57.20883333,NA
"408","HELCOM","HELCOM467",18.88867,62.84533,NA
"409","HELCOM","HELCOM468",18.89513333,60.3798,0.00468780408174347
"410","HELCOM","HELCOM469",18.89518333,60.37988333,0.0211330714981194
"411","HELCOM","HELCOM47",10.32465,54.97108333,NA
"412","HELCOM","HELCOM470",18.8953,60.37993333,NA
"413","HELCOM","HELCOM471",18.92918333,60.54533333,NA
"414","HELCOM","HELCOM472",18.92941667,60.54526667,0.00937560816348695
"415","HELCOM","HELCOM473",18.9295,60.54528333,NA
"416","HELCOM","HELCOM474",18.9296,60.5452,NA
"417","HELCOM","HELCOM475",18.9298,60.57508333,NA
"418","HELCOM","HELCOM476",18.92993333,60.57506667,NA
"419","HELCOM","HELCOM477",18.92993333,60.57515,NA
"420","HELCOM","HELCOM478",18.92998333,60.5752,0.00469254402520327
"421","HELCOM","HELCOM479",18.93788333,60.43548333,0.014091880691071
"422","HELCOM","HELCOM48",10.32676667,54.97106667,NA
"423","HELCOM","HELCOM480",18.93795,60.43551667,0.0468780408174347
"424","HELCOM","HELCOM481",18.93798333,60.4356,NA
"425","HELCOM","HELCOM482",18.93808333,60.43553333,NA
